PCNM7,PCNM4,PCNM5,PCNM8,PCNM16,PCNM10,TEMPMIN,TEMPSD,PRECDRIEST,PREC,data_parcelas_qeco,ELEV,cwm_afe,cwm_cfms,cwm_dm,cwm_n,cwm_p
-0.1144745,0.054312961,0.024846626,0.071868749,-0.025492974,-0.044603202,-0.704736943,-0.290232619,0.845003819,0.651243019,-1.610024304,1.171511106,0.858564292,-1.0113093,-0.382519446,-0.140802852,0.334379127
-0.082251658,0.045723306,0.038654755,0.085962906,0.040879676,-0.030544897,-0.620539773,0.068259838,0.783925,0.651243019,-1.416195335,1.059601486,0.804677451,-0.678650178,-0.728286424,-1.707195451,-0.375434469
-0.047917096,0.037034624,0.052147142,0.100147027,0.018570643,-0.017521333,-0.536342603,-0.078396167,0.845003819,0.637763353,-1.537338441,0.74702634,1.577272869,-1.786886811,-1.804497189,1.004385726,1.334918602
0.047258773,-0.015588075,0.064966994,0.04191089,-0.303099483,0.105422999,-0.115356753,1.013376316,0.783925,0.506336605,-0.205248853,0.349554241,0.070138788,0.777914054,-0.420486011,0.836832763,0.581243501
0.041787027,0.046757343,-0.04837587,-0.046800372,-0.129321905,-0.006130073,0.474023438,1.062261651,1.028240276,0.691682018,0.037037358,-0.202275955,-0.275503467,0.6824379,0.086847494,0.270057355,-0.708114289
0.042305997,0.048576083,-0.055528704,-0.096523238,0.032510627,0.029482287,0.474023438,1.062261651,1.028240276,0.587214603,0.400466675,-0.237006526,0.455810984,0.508071264,0.593763784,0.590610847,-0.144588013
-0.076213646,0.036599956,-0.035663179,-0.028942826,-0.057543274,-0.026765268,0.474023438,1.062261651,1.028240276,0.587214603,0.400466675,-0.283313955,0.007740436,-0.499515632,-0.429009126,-0.132453302,-0.67111535
-0.076782025,0.036842024,-0.035301518,-0.027848667,-0.058367889,-0.026913809,0.389826268,1.029671427,1.028240276,0.654612936,-1.149680503,-0.260160241,-1.264562538,0.464268055,1.144891419,-1.006514025,-1.136817453
-0.075800987,0.035679574,-0.033298633,-0.02743963,-0.059059269,-0.02631488,0.221431927,1.078556763,1.058779685,1.092702095,-0.205248853,0.15660662,-0.685344576,1.234332315,0.497152423,-0.073373712,-0.130454557
-0.077043748,0.036519389,-0.033636017,-0.026016339,-0.059943936,-0.02680454,-0.031159583,-0.013215721,1.119858504,1.092702095,-1.052766019,0.349554241,-0.218896264,0.139682618,1.400258621,-1.264783837,-1.355763788
-0.029056571,0.027914611,-0.02489136,-0.02524101,0.120743264,-0.000515803,0.221431927,1.078556763,1.058779685,0.863547766,-0.205248853,0.083286524,0.449438247,0.641019316,0.291580873,0.052135671,-0.554458252
-0.001650384,0.105945537,0.019252621,0.007611457,0.002800256,0.0176035,0.558220608,0.328981625,-1.170597208,-0.794451208,1.127325308,-0.78497777,-1.255187039,0.597209692,1.209752016,-1.791672582,-1.103643992
0.007187906,0.110523003,0.019626065,0.019410444,0.020031274,-0.002264651,0.558220608,0.328981625,-1.170597208,-0.794451208,0.642752886,-0.746388245,0.409930915,-0.055940093,0.015225566,0.835905562,0.756288975
0.017350916,0.114269153,0.019334612,0.031885964,0.031543872,-0.023043447,0.642417778,0.198620731,-1.017900161,-0.794451208,0.52160978,-0.78497777,-0.712948874,1.311297028,0.734782479,0.634040348,0.216914394
0.016954968,0.11424833,0.019328833,0.031687072,0.031645444,-0.022654038,0.642417778,0.068259838,-1.07897898,-0.794451208,1.00569763,-0.78497777,-0.45414678,1.581308968,0.539525833,-0.552532765,-0.785977732
-0.063858371,0.130446456,0.115969589,0.042529078,-0.115469889,-0.043339078,0.558220608,-0.713905523,-0.987360751,-0.197975967,0.982438154,-0.746388245,-0.592602762,0.120716807,0.515212263,-0.537610094,-0.729908057
-0.064079855,0.130467877,0.116070785,0.042482876,-0.115138738,-0.04338344,0.558220608,-0.713905523,-0.987360751,-0.238414967,0.496896587,-0.746388245,-0.073695024,0.536955108,0.587737351,0.198269925,0.170012259
-0.151933586,0.115436765,0.136273313,-0.050703886,0.07724446,0.003841431,0.558220608,-0.567249518,-1.07897898,0.327731024,0.618524265,-0.823567294,-1.612060278,-0.001606683,2.003950678,-1.843425613,-1.826918021
-0.152248526,0.115381788,0.136341164,-0.050482593,0.078215164,0.003850144,0.474023438,-0.567249518,-0.987360751,0.327731024,0.73966737,-0.823567294,0.09931902,-0.73821499,1.095464884,0.130900573,1.072459629
-0.08247487,0.125301808,0.116239463,-0.118674456,0.118359727,0.05046189,0.558220608,-0.844266417,-0.743045475,-0.009260637,1.224239792,-0.746388245,-0.390237859,0.475430787,-0.433367531,-0.317012706,-0.448457328
-0.082554882,0.124863664,0.116048398,-0.118445368,0.119696228,0.050480395,0.558220608,-0.844266417,-0.743045475,-0.009260637,0.73966737,-0.746388245,-0.884370036,0.666078521,0.632049398,-1.181305128,-0.773942518
-0.082851536,0.124729585,0.116063533,-0.118296588,0.119873469,0.050507324,0.558220608,-0.844266417,-0.743045475,0.068247445,0.860810476,-0.746388245,-1.226522754,1.066336891,1.018234762,-0.5077029,-0.425003984
-0.050380163,0.072184508,0.071103654,-0.027966083,-0.190398756,0.038925283,0.558220608,-0.127281502,-0.559809018,-0.140687385,0.860810476,-0.823567294,-1.756218478,0.471398866,-0.138448639,-0.738351701,-1.534377904
-0.072464067,0.095993994,0.085298038,-0.064753306,-0.109012062,0.081159098,0.558220608,-0.713905523,-0.590348428,-0.140687385,0.497381159,-0.823567294,-0.138017984,0.82063077,-0.13003241,0.107092482,-0.150273884
0.125731903,0.138492675,0.033120001,-0.042510178,-0.057926989,-0.027500354,0.642417778,0.198620731,-0.926281932,-0.868589373,0.73966737,-0.78497777,-0.662862508,1.108736673,-0.74722295,0.846068247,-0.028108838
0.126078858,0.138143364,0.032590465,-0.041353121,-0.057335274,-0.027683565,0.642417778,0.198620731,-0.926281932,-0.828150374,0.860810476,-0.750247198,0.164135741,0.117424838,-0.952017997,-0.978927618,-0.234099904
0.126337755,0.138212049,0.032660457,-0.041632367,-0.057365445,-0.027789483,0.642417778,0.08455495,-0.865203113,-0.828150374,0.860810476,-0.746388245,-0.01201323,0.637762588,-0.32335076,0.749266319,0.315820037
0.2112876,0.074960722,-0.108995237,-0.188863879,0.16166485,0.099484772,0.810812118,0.557113189,0.050979172,-0.44397988,0.788124612,-0.862156818,-0.812908238,1.044839913,-0.188812454,0.901661244,0.111384586
0.204116035,0.063906849,-0.123390188,-0.175626014,-0.099689304,0.077606617,0.895009288,0.736359417,-0.010099647,-0.44397988,0.981469009,-0.823567294,-0.081769949,1.120812931,0.211739909,0.146752277,-0.189036709
-0.13808751,-0.038356199,0.019753967,0.10810236,0.072900007,0.04145296,0.558220608,-0.192461949,-0.284954333,-0.096878469,-0.592422218,-0.823567294,-0.262961392,-0.375229769,-0.419499867,-0.259337252,-0.516769035
-0.137602566,-0.038687379,0.019302651,0.108687178,0.072472089,0.041506546,0.558220608,-0.062101056,-0.254414923,-0.096878469,0.981953581,-0.839003104,-0.85386805,1.222178221,0.524029273,-0.351575834,-0.88648231
-0.137602966,-0.039253471,0.018879023,0.109643644,0.072565904,0.041566115,0.558220608,0.003079391,-0.193336104,-0.03621997,0.73966737,-0.823567294,-1.573714925,1.061998948,2.302259438,-1.274262661,-1.955811881
-0.115895352,-0.058733556,-0.001627653,0.094404761,0.202048028,0.064674755,0.558220608,-0.176166837,-0.162796695,-0.03621997,0.860810476,-0.842862056,0.003383014,0.760602304,-0.258546966,1.045472231,0.373414385
-0.076694349,0.086016741,0.022571941,-0.017619294,0.002387193,0.083184451,0.474023438,-0.453183736,-1.353833665,-0.110358135,0.497865732,-0.746388245,0.247689398,0.771186186,2.484344006,-0.323759761,-0.663936458
-0.076768389,0.085820449,0.02241027,-0.017605228,0.002546666,0.08325705,0.474023438,-0.453183736,-1.353833665,-0.110358135,1.345382898,-0.750247198,-2.120463028,0.185619542,1.834457057,-2.118972671,-1.906558926
-0.085629741,0.091351672,0.029159398,-0.023542957,-0.104609026,0.093572633,0.558220608,-0.860561528,-1.414912484,-0.069919136,1.103096687,-0.746388245,-1.821954169,1.219452712,1.313459752,-1.830514648,-1.960555981
-0.068379205,0.064569817,-0.013069636,0.102525996,-0.121125932,0.012544486,-0.873131283,-1.023512645,1.272555552,1.567860338,-1.440423957,0.87437177,1.342552252,-1.738297101,-0.478668554,0.917788371,1.789125811
-0.059045909,0.060340894,-0.00301414,0.105512935,-0.144152794,0.017034414,-0.620539773,-1.414595326,1.272555552,1.567860338,-0.108334368,0.920679199,1.926019867,-0.761939668,-0.214194745,-0.7432846,0.967406355
-0.004258402,0.079717223,-0.044668071,0.024320548,-0.018815514,0.053967256,-0.115356753,-0.045805944,1.089319095,1.180319927,0.134436415,0.334118431,0.386464718,0.354129588,0.515661126,-0.806381868,-0.736874064
-0.004305698,0.079558186,-0.044478751,0.024678916,-0.019151349,0.053966658,-0.115356753,-0.045805944,1.089319095,1.129771178,0.133951843,0.357272146,0.827401431,-1.421954799,-1.250326757,0.944918074,1.759659695
-0.038919146,0.074706629,-0.033523251,0.058573557,0.03616961,0.033243106,-0.367948263,-0.159871726,1.180937323,1.129771178,-0.714049896,0.480758623,-1.436853837,1.397105022,1.966219919,-1.123111913,-1.247612121
-0.074518454,0.069150243,-0.023967021,0.094643892,-0.055504821,0.006734927,-0.367948263,-0.159871726,1.180937323,1.365665341,-0.350620579,0.565655576,0.189045694,-0.087242783,0.858173826,-0.994656943,-1.493547916
-0.004449202,0.079976423,-0.044933676,0.023838824,-0.018567217,0.053925838,-0.115356753,-0.045805944,1.089319095,0.823108766,-0.350136007,0.334118431,-0.106389962,0.184271836,0.584192385,-1.16424149,-1.164136769
0.070099259,-0.068140335,0.121196099,-0.001163316,0.041803931,0.013943634,-1.125722793,-1.26793932,-0.010099647,-0.774231708,-1.319280851,1.264125964,0.420776061,-1.798794636,-1.060493917,-0.544301481,1.103867313
0.069565598,-0.067954425,0.121081517,-0.001291678,0.041471678,0.013806007,-1.125722793,-1.26793932,-0.010099647,-0.989906371,-1.198137745,1.43391987,0.314696936,-1.203028988,-1.521516548,-0.732611879,1.258811876
0.06769155,-0.067271221,0.120554762,-0.001923361,0.040492036,0.013352065,-1.715102983,-1.544956219,-0.162796695,-1.134812785,-1.682710168,1.80052035,1.478517162,-1.882779872,-1.024335266,-0.640553922,1.070365789
0.068153058,-0.067417429,0.120688171,-0.001841536,0.04080001,0.013512342,-1.715102983,-1.544956219,-0.162796695,-0.919138122,-1.319280851,1.723341302,0.315883122,-0.256381233,-1.04964632,-2.00358564,0.429230322
0.056103129,-0.062327304,0.119723076,0.017706589,-0.041814498,0.017321804,-1.967694493,-1.398300214,-0.346033152,-1.205581034,-1.803853273,1.970314256,2.127818421,-0.604568017,-1.146023,0.156042023,1.570633775
0.044044036,-0.057427471,0.118391599,0.037160788,-0.110888034,0.020505778,-2.051891663,-1.756792671,-0.43765138,-0.84163004,-2.046139484,1.985750066,1.348782051,-1.87428732,-1.402193048,0.66649243,0.734512982
0.069527509,-0.067785333,0.120939337,-0.001920339,0.042037516,0.014092753,-1.378314303,-0.958332198,0.050979172,-0.349622215,-1.440423957,1.183087963,1.412865272,-0.11465694,0.442672337,0.305318702,-0.037577553
0.069705085,-0.067820487,0.120936729,-0.001994704,0.042262194,0.014184245,-1.209919963,-1.561251331,0.234215629,-0.349622215,-1.198137745,1.426201965,0.781742306,-0.776429205,-0.138448639,-0.667588836,0.092056786
0.068432844,-0.095827189,-0.207031746,-0.167740961,0.045990102,0.026665854,0.895009288,2.202919469,0.509070314,0.098576695,0.439232469,-0.78497777,1.084131836,-0.69079796,-1.290291578,1.471039222,0.847977366
0.072331777,-0.084758167,-0.212386364,-0.164416796,0.027192366,0.005880591,0.895009288,1.958492794,0.509070314,0.223263609,0.439232469,-0.78497777,1.518223257,-0.527260781,-0.451030545,0.325560796,0.0703893
0.080264642,-0.085677858,-0.206731473,-0.157026826,-0.143375341,0.033951878,0.895009288,1.958492794,0.509070314,0.223263609,0.633061437,-0.78497777,3.11191305,-0.423481384,-1.674932478,1.569928198,-1.139179542
0.225740361,-0.128728083,0.145198256,0.024624048,-0.010079928,0.06084897,-0.031159583,1.306688326,0.631227952,0.243483109,-0.762022566,0.168183477,-0.378567537,0.241236955,-1.167790747,1.030474095,0.790882943
0.202697698,-0.119861426,0.157278853,0.077351787,-0.041479286,0.048240736,-0.199553923,1.013376316,0.631227952,0.233373359,0.30355219,0.256939383,0.738058338,-0.15584325,-0.138448639,1.381991664,0.356935551
0.188234437,-0.112648825,0.155700168,0.076541029,0.116402919,0.051685317,-0.199553923,1.013376316,0.631227952,0.233373359,0.788609185,0.233785668,-0.102988716,0.722051423,-0.729170741,0.691670872,-0.015338578
0.1964552,0.049570671,-0.028087241,0.021757309,-0.057764265,-0.017013733,0.726614948,1.502229666,0.600688543,-0.093508552,0.032191634,-0.669209197,2.155152892,-1.86585415,-1.480838081,1.850529929,1.110148846
0.209779302,0.048240857,-0.028317105,0.069843988,-0.124806884,-0.033610897,0.726614948,1.502229666,0.600688543,-0.093508552,0.32341966,-0.669209197,1.079667382,-0.079045045,-1.234830197,1.006870333,0.506224011
0.148262309,-0.011588863,-0.085330606,0.13739455,0.178691113,-0.071278606,0.726614948,0.231210955,-0.926281932,-1.465064613,1.582338812,-0.669209197,-0.380148742,-0.03711089,-0.795562345,0.487236692,1.18504409
0.148298629,-0.011547293,-0.0854177,0.137430676,0.178729861,-0.071198785,0.726614948,0.231210955,-0.926281932,-1.465064613,1.388994416,-0.707798721,-0.710290845,0.873732098,-0.55104453,0.946507564,0.272012442
-0.008134765,-0.079472776,0.014507304,-0.070277292,0.0105109,-0.490145839,0.642417778,1.355573661,-1.934082446,-2.735523176,1.195165447,-0.707798721,-0.594262253,0.670595733,-0.442783848,1.064100381,0.384980391
-0.036173369,-0.088716866,0.005842515,-0.10656663,-0.03183535,-0.508871074,0.642417778,1.355573661,-1.934082446,-2.735523176,1.4859089,-0.707798721,0.278281536,-0.19368387,-0.966045056,1.132450472,0.88163089
-0.008134532,-0.079472528,0.014507285,-0.070276516,0.010511588,-0.490140636,0.642417778,1.355573661,-1.934082446,-2.735523176,0.710593025,-0.707798721,-0.098774434,0.295870787,-0.521127567,1.262345087,1.172266262
