PCNM16,PCNM7,PCNM3,PCNM18,CLAY,TEMPSD,ELEV,rao_sp
-0.086625126,0.123417465,-0.142599927,0.007382947,-0.122871541,0.166030508,-0.464684719,0.075538138
-0.01525989,0.088007126,-0.142646304,0.057198972,0.265270969,-0.078396167,-0.098084239,-0.925473408
-0.013013061,0.088067425,-0.142666635,0.058234959,-0.607443963,0.003079391,-0.256301289,-0.156330608
-0.012927333,0.087994056,-0.142723533,0.058143915,-0.025957057,0.003079391,-0.128955859,1.19438935
0.072596963,-0.075530553,-0.157560345,0.058556675,0.8656562,-0.257642396,-0.823567294,0.25809106
0.072703895,-0.07545406,-0.15759371,0.058665872,0.8656562,-0.159871726,-0.808131484,2.049002319
0.071888057,-0.076331617,-0.157209162,0.060417457,0.768741716,-0.502069071,-0.823567294,0.755072819
-0.02286747,-0.009912774,-0.162945734,-0.057535797,0.8656562,-0.143576614,-0.746388245,0.84143534
-0.022655396,-0.009217774,-0.163075527,-0.057840031,1.059485169,0.214915843,-0.746388245,-0.69308421
-0.022993291,-0.009377874,-0.163041395,-0.058776503,1.253314138,-0.143576614,-0.746388245,-1.375376016
-0.022754452,-0.008499298,-0.163187189,-0.059270826,0.671827231,0.214915843,-0.746388245,-0.665185524
-0.057028108,-0.161027459,-0.080223701,0.016937045,0.284169294,-0.355413066,-0.206134907,2.672014203
-0.056791766,-0.161167767,-0.08043906,0.016736931,-0.006089587,-0.502069071,-0.345057194,1.786612339
-0.057412058,-0.160713171,-0.079821342,0.017259544,0.574912747,-0.355413066,-0.5148511,0.987574238
-0.075090746,-0.167047733,-0.080600928,0.011639587,0.788124612,-0.029510832,-0.719375579,-0.096872619
0.092014083,-0.061874443,0.129384334,0.030114799,0.100031773,-0.127281502,-0.823567294,-1.687590163
-0.139439708,-0.021370273,0.152671469,-0.131304571,0.196946258,-0.127281502,-0.823567294,-0.879236428
0.091571122,-0.061688556,0.129295136,0.029726489,-0.142254438,-0.127281502,-0.823567294,-0.683383124
0.091207305,-0.061518268,0.129236211,0.029434603,-0.258551819,0.214915843,-0.823567294,-1.309641874
-0.13492125,0.017855368,0.174923597,-0.136351371,1.253314138,-0.371708178,-0.823567294,1.044804456
-0.134975842,0.017706968,0.175000705,-0.136419408,0.8656562,0.100850061,-0.823567294,-0.542115831
-0.134546347,0.017446016,0.174713185,-0.136378783,0.8656562,0.28009629,-0.823567294,0.397367309
0.157088673,-0.007631778,-0.02134474,-0.173804452,0.545838401,1.143737209,-0.209993859,-0.482033623
0.157787105,-0.00796082,-0.021221289,-0.17360159,0.545838401,0.654883859,-0.248583384,-1.449071499
-0.013447055,-0.000384447,-0.020842521,0.056654467,0.085979173,0.817834976,-0.190699097,-0.534910251
-0.01346621,-0.000817128,-0.020710587,0.057800109,0.933496339,0.817834976,-0.128955859,0.369679041
0.043616795,-0.016459625,-0.052385502,0.039959155,-1.73116741,-2.32712158,1.858404636,0.47730617
0.043827597,-0.016386071,-0.052336044,0.040208289,-1.73116741,-2.32712158,2.105377591,0.912290297
-0.039706539,0.010655295,-0.067560794,-0.161866645,-1.852310515,-1.805678006,3.664394367,1.95425675
-0.057946027,0.036097275,-0.064517058,-0.030292032,-1.610024304,-1.805678006,3.456010937,0.795521871
-0.057785649,0.036259139,-0.064551502,-0.030353669,-1.876539136,-1.805678006,3.351819222,1.137973926
-0.045558987,-0.021691217,0.003554354,0.053989182,-1.391966714,-0.208757061,0.561796624,-1.128530104
0.086453871,0.096917499,0.020685151,-0.013259202,-0.641364033,0.850425199,0.179760335,-0.591932338
-0.045656858,-0.022089072,0.003525277,0.054313612,-0.762022566,0.866720311,0.530925005,-0.309917433
-0.023992016,-0.114865005,-0.008047579,-0.003470113,-1.610024304,-0.241347284,0.770180054,0.536213794
0.037928316,-0.10945828,-0.053803687,-0.07368671,-1.004308777,-1.626431778,1.090473105,0.857450824
-0.070872257,-0.09468304,-0.055351654,0.031029567,-1.610024304,-1.626431778,1.33744606,1.48047427
0.037128317,-0.110002744,-0.053802336,-0.073906823,-1.852310515,-1.626431778,1.028729866,1.717242596
-0.202135031,-0.087052574,-0.058002629,0.148978421,-1.585795683,-1.626431778,1.271843869,1.594944305
-0.1147331,0.012055299,-0.037919998,0.05343598,-1.828081894,-1.773087783,2.186415592,-0.340557578
-0.031183435,0.018042997,-0.031607076,-0.023383348,-1.828081894,-2.783384707,2.225005116,0.428849949
0.046409885,-0.016061554,-0.052253451,0.04162161,-0.665108081,-0.730200635,0.488476528,1.133538998
0.046492135,-0.01598064,-0.052168677,0.041823091,-0.907394292,-0.371708178,0.515489195,0.124766955
-0.089189988,0.084333199,0.032638476,0.187798805,0.788609185,1.469639443,-0.5148511,-0.743143413
0.056936245,0.066957912,0.02710495,0.029836794,0.545838401,1.094851874,-0.669209197,-1.926603665
0.148224689,0.066628685,0.039189894,-0.006640792,0.546322974,1.094851874,-0.696221864,0.213234209
0.098931216,0.042995453,0.012374665,-0.16618367,0.424695296,0.752654529,-0.476261576,-1.507967037
0.054749512,0.049744786,-0.060789769,-0.020315101,0.061265979,0.67117897,-0.05177681,1.148911812
0.036271103,0.052390172,-0.062528253,-0.034292501,-0.059877126,0.18232562,0.067850715,0.171552958
0.119904346,0.04800896,-0.05873244,-0.053395354,-1.028537398,0.345276737,-0.155968526,-1.515683097
0.156752112,0.097923318,-0.048977181,0.149298822,0.30355219,0.345276737,-0.206134907,-0.085927571
0.118753352,0.024069264,0.020630128,-0.069477008,0.424695296,1.225212768,-0.159827478,-1.517792281
0.095558821,-0.044638297,0.014726998,-0.086640149,0.424695296,1.225212768,-0.101943192,0.356756353
0.021481527,0.054391416,0.17669992,0.017586913,1.253314138,0.752654529,-0.796554627,0.063911804
0.032597643,0.05567452,0.172238208,0.012152402,1.059485169,0.5734083,-0.796554627,-0.685603385
-0.120424048,0.087141938,0.14706088,-0.051170181,1.059485169,0.5734083,-0.703939769,0.889885842
-0.04174047,0.091233244,0.138866284,0.029065097,1.059485169,0.166030508,-0.437672052,0.446117351
0.053794097,-0.007551924,0.020369508,0.003786207,-0.059877126,1.33927855,-0.360493004,-0.483130028
0.054087329,-0.007544213,0.020386023,0.003981613,0.30355219,1.33927855,-0.360493004,-0.389022055
0.096845158,-0.044573277,0.014808939,-0.08569114,0.667466079,1.33927855,-0.437672052,-0.790204013
-0.022128992,-0.006162937,0.024977386,0.064420003,0.788124612,1.062261651,-0.360493004,-0.514602895
0.018090475,-0.047980148,-0.007327787,-0.043140844,-1.51310982,-0.078396167,0.924538151,0.837935907
-0.025052476,-0.114456524,-0.008021417,-0.00390467,-1.852310515,-0.290232619,1.0017172,-0.005038668
-0.025492974,-0.1144745,-0.00804317,-0.004005673,-1.610024304,-0.290232619,1.171511106,0.402952527
0.040879676,-0.082251658,-0.007622643,-0.076930677,-1.416195335,0.068259838,1.059601486,-1.26813322
0.018570643,-0.047917096,-0.007305943,-0.043053706,-1.537338441,-0.078396167,0.74702634,0.727184129
-0.303099483,0.047258773,0.008199262,0.378775166,-0.205248853,1.013376316,0.349554241,-1.466139224
-0.129321905,0.041787027,0.01442479,0.027712112,0.037037358,1.062261651,-0.202275955,-0.687463285
0.032510627,0.042305997,0.022461697,0.163536549,0.400466675,1.062261651,-0.237006526,-1.774854783
-0.057543274,-0.076213646,0.008712491,0.02314869,0.400466675,1.062261651,-0.283313955,0.568457218
-0.058367889,-0.076782025,0.008566376,0.022889576,-1.149680503,1.029671427,-0.260160241,0.546598206
-0.059059269,-0.075800987,0.008696449,0.021945568,-0.205248853,1.078556763,0.15660662,-0.723692552
-0.059943936,-0.077043748,0.008422811,0.021978429,-1.052766019,-0.013215721,0.349554241,-0.589150098
0.120743264,-0.029056571,0.012110511,-0.141026133,-0.205248853,1.078556763,0.083286524,0.363460777
0.002800256,-0.001650384,-0.091765499,-0.016375959,1.127325308,0.328981625,-0.78497777,1.151694698
0.020031274,0.007187906,-0.082363895,-0.010019627,0.642752886,0.328981625,-0.746388245,-0.559228689
0.031543872,0.017350916,-0.072891694,0.001510435,0.52160978,0.198620731,-0.78497777,-1.048567569
0.031645444,0.016954968,-0.072973871,0.00113496,1.00569763,0.068259838,-0.78497777,-0.401002759
-0.115469889,-0.063858371,0.030996791,0.124419459,0.982438154,-0.713905523,-0.746388245,-0.001888954
-0.115138738,-0.064079855,0.031286552,0.125292707,0.496896587,-0.713905523,-0.746388245,-0.574422714
0.07724446,-0.151933586,0.070533701,0.014976722,0.618524265,-0.567249518,-0.823567294,1.35455689
0.078215164,-0.152248526,0.070903713,0.016443398,0.73966737,-0.567249518,-0.823567294,1.380852645
0.118359727,-0.08247487,0.089744123,0.067082712,1.224239792,-0.844266417,-0.746388245,-1.20994846
0.119696228,-0.082554882,0.090116366,0.06917169,0.73966737,-0.844266417,-0.746388245,-0.447320554
0.119873469,-0.082851536,0.090056158,0.069258489,0.860810476,-0.844266417,-0.746388245,-0.343235802
-0.190398756,-0.050380163,0.136974249,-0.140588415,0.860810476,-0.127281502,-0.823567294,-0.210762125
-0.109012062,-0.072464067,0.118561012,-0.178326561,0.497381159,-0.713905523,-0.823567294,-0.688973937
-0.057926989,0.125731903,-0.030362017,-0.064927098,0.73966737,0.198620731,-0.78497777,-1.904621665
-0.057335274,0.126078858,-0.031028436,-0.064616828,0.860810476,0.198620731,-0.750247198,-0.238830449
-0.057365445,0.126337755,-0.030782021,-0.064229459,0.860810476,0.08455495,-0.746388245,-0.726659722
0.16166485,0.2112876,0.150437963,0.141532524,0.788124612,0.557113189,-0.862156818,-1.908579384
-0.099689304,0.204116035,0.163513319,-0.073948616,0.981469009,0.736359417,-0.823567294,0.250811055
0.072900007,-0.13808751,0.184179367,0.147175803,-0.592422218,-0.192461949,-0.823567294,-0.335702061
0.072472089,-0.137602566,0.18435806,0.146110563,0.981953581,-0.062101056,-0.839003104,-1.21970751
0.072565904,-0.137602966,0.184191578,0.144626605,0.73966737,0.003079391,-0.823567294,-0.463800738
0.202048028,-0.115895352,0.18094349,-0.008350806,0.860810476,-0.176166837,-0.842862056,-2.117233532
0.002387193,-0.076694349,-0.099662686,-0.096383024,0.497865732,-0.453183736,-0.746388245,1.417081514
0.002546666,-0.076768389,-0.099701437,-0.096452264,1.345382898,-0.453183736,-0.750247198,0.711666245
-0.104609026,-0.085629741,-0.092206648,-0.182015173,1.103096687,-0.860561528,-0.746388245,0.757011942
-0.121125932,-0.068379205,-0.037280649,-0.04822761,-1.440423957,-1.023512645,0.87437177,1.536359769
-0.144152794,-0.059045909,-0.03657543,-0.092373359,-0.108334368,-1.414595326,0.920679199,-0.274854196
-0.018815514,-0.004258402,-0.021302644,0.056996225,0.134436415,-0.045805944,0.334118431,0.603089746
-0.019151349,-0.004305698,-0.021392762,0.056469579,0.133951843,-0.045805944,0.357272146,0.567617881
0.03616961,-0.038919146,-0.02993679,0.100881028,-0.714049896,-0.159871726,0.480758623,-0.072206973
-0.055504821,-0.074518454,-0.037731501,0.01449282,-0.350620579,-0.159871726,0.565655576,0.976971575
-0.018567217,-0.004449202,-0.021163287,0.057989732,-0.350136007,-0.045805944,0.334118431,1.012954168
0.041803931,0.070099259,0.013731175,-0.019064005,-1.319280851,-1.26793932,1.264125964,0.67562549
0.041471678,0.069565598,0.01375163,-0.01887787,-1.198137745,-1.26793932,1.43391987,-0.468161042
0.040492036,0.06769155,0.013825638,-0.018060993,-1.682710168,-1.544956219,1.80052035,0.709015573
0.04080001,0.068153058,0.013819502,-0.018197262,-1.319280851,-1.544956219,1.723341302,0.498070146
-0.041814498,0.056103129,0.011961016,-0.073676012,-1.803853273,-1.398300214,1.970314256,1.467381646
-0.110888034,0.044044036,0.010030911,-0.103106831,-2.046139484,-1.756792671,1.985750066,0.971795631
0.042037516,0.069527509,0.013820676,-0.018314396,-1.440423957,-0.958332198,1.183087963,0.45057523
0.042262194,0.069705085,0.013823468,-0.018271893,-1.198137745,-1.561251331,1.426201965,0.93868221
0.045990102,0.068432844,0.102327481,-0.120897728,0.439232469,2.202919469,-0.78497777,0.040976629
0.027192366,0.072331777,0.104013866,-0.03623849,0.439232469,1.958492794,-0.78497777,0.785173092
-0.143375341,0.080264642,0.104357822,0.195065076,0.633061437,1.958492794,-0.78497777,-0.510749093
-0.010079928,0.225740361,0.005177866,0.041706155,-0.762022566,1.306688326,0.168183477,-1.573429166
-0.041479286,0.202697698,0.004816576,0.055623269,0.30355219,1.013376316,0.256939383,-0.21100845
0.116402919,0.188234437,0.006132775,-0.119314825,0.788609185,1.013376316,0.233785668,-1.27748118
-0.057764265,0.1964552,0.004977723,0.013874775,0.032191634,1.502229666,-0.669209197,1.098176346
-0.124806884,0.209779302,-0.003658067,-0.081807635,0.32341966,1.502229666,-0.669209197,0.980273097
0.178691113,0.148262309,-0.128974098,0.144906225,1.582338812,0.231210955,-0.669209197,-0.530614226
0.178729861,0.148298629,-0.129085196,0.144803948,1.388994416,0.231210955,-0.707798721,-1.984343692
0.0105109,-0.008134765,-0.003639306,-0.015590316,1.195165447,1.355573661,-0.707798721,0.01752503
-0.03183535,-0.036173369,-0.007793189,-0.008508274,1.4859089,1.355573661,-0.707798721,-0.10278269
0.010511588,-0.008134532,-0.00363929,-0.015590117,0.710593025,1.355573661,-0.707798721,-0.741797425
